geoid,cr_geoid,name,original_id,pop100,hu100,state_place_fips
110010059002024,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010059002025,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010059002026,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010059002027,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010059002028,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,31,0,1150000
110010059002029,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,154,128,1150000
110010059002030,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101001000,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101001003,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,21,0,1150000
110010101001004,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,16,3,1150000
110010101002000,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,31,8,1150000
110010101002001,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,245,163,1150000
110010101002002,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101002003,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,492,413,1150000
110010101002004,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,15,1,1150000
110010101002005,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101002006,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,188,129,1150000
110010101002007,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101002008,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101002009,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101002010,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101002011,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,4,1,1150000
110010101003000,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,205,182,1150000
110010101003001,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,312,295,1150000
110010101003002,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,11,1,1150000
110010101003003,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,12,1,1150000
110010101003004,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101003005,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,19,0,1150000
110010101003006,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,12,1,1150000
110010101003007,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,139,0,1150000
110010101003008,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101003009,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101003010,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,20,1,1150000
110010101003011,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010101003012,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,204,176,1150000
110010101003013,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,10,3,1150000
110010101003014,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,19,1,1150000
110019800001013,523,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Cluster 8,0,0,1150000
110010055011001,524,"West End, Foggy Bottom, GWU",Cluster 5,391,325,1150000
110010055011002,524,"West End, Foggy Bottom, GWU",Cluster 5,379,290,1150000
110010055011003,524,"West End, Foggy Bottom, GWU",Cluster 5,86,63,1150000
110010055011004,524,"West End, Foggy Bottom, GWU",Cluster 5,384,262,1150000
110010055011005,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010055012000,524,"West End, Foggy Bottom, GWU",Cluster 5,131,92,1150000
110010055012001,524,"West End, Foggy Bottom, GWU",Cluster 5,375,334,1150000
110010055012002,524,"West End, Foggy Bottom, GWU",Cluster 5,384,295,1150000
110010055012003,524,"West End, Foggy Bottom, GWU",Cluster 5,125,89,1150000
110010055012004,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010055012005,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010055012006,524,"West End, Foggy Bottom, GWU",Cluster 5,8,0,1150000
110010055012007,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010055022004,524,"West End, Foggy Bottom, GWU",Cluster 5,22,17,1150000
110010055022005,524,"West End, Foggy Bottom, GWU",Cluster 5,204,133,1150000
110010055031000,524,"West End, Foggy Bottom, GWU",Cluster 5,722,501,1150000
110010055031001,524,"West End, Foggy Bottom, GWU",Cluster 5,345,256,1150000
110010055031002,524,"West End, Foggy Bottom, GWU",Cluster 5,9,0,1150000
110010055031003,524,"West End, Foggy Bottom, GWU",Cluster 5,333,225,1150000
110010055031004,524,"West End, Foggy Bottom, GWU",Cluster 5,62,42,1150000
110010055032001,524,"West End, Foggy Bottom, GWU",Cluster 5,322,250,1150000
110010055032002,524,"West End, Foggy Bottom, GWU",Cluster 5,215,163,1150000
110010055032003,524,"West End, Foggy Bottom, GWU",Cluster 5,420,326,1150000
110010056011000,524,"West End, Foggy Bottom, GWU",Cluster 5,911,812,1150000
110010056011001,524,"West End, Foggy Bottom, GWU",Cluster 5,126,60,1150000
110010056012000,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056012001,524,"West End, Foggy Bottom, GWU",Cluster 5,213,218,1150000
110010056012002,524,"West End, Foggy Bottom, GWU",Cluster 5,393,319,1150000
110010056012003,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056012004,524,"West End, Foggy Bottom, GWU",Cluster 5,46,31,1150000
110010056012005,524,"West End, Foggy Bottom, GWU",Cluster 5,4,0,1150000
110010056012006,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056012007,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056012008,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056013000,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056013001,524,"West End, Foggy Bottom, GWU",Cluster 5,177,198,1150000
110010056013002,524,"West End, Foggy Bottom, GWU",Cluster 5,615,504,1150000
110010056013003,524,"West End, Foggy Bottom, GWU",Cluster 5,12,1,1150000
110010056013004,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056013005,524,"West End, Foggy Bottom, GWU",Cluster 5,329,247,1150000
110010056013006,524,"West End, Foggy Bottom, GWU",Cluster 5,74,47,1150000
110010056021000,524,"West End, Foggy Bottom, GWU",Cluster 5,586,152,1150000
110010056021001,524,"West End, Foggy Bottom, GWU",Cluster 5,485,429,1150000
110010056022000,524,"West End, Foggy Bottom, GWU",Cluster 5,751,62,1150000
110010056022001,524,"West End, Foggy Bottom, GWU",Cluster 5,138,1,1150000
110010056022002,524,"West End, Foggy Bottom, GWU",Cluster 5,1118,810,1150000
110010056022003,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056023000,524,"West End, Foggy Bottom, GWU",Cluster 5,166,249,1150000
110010056023001,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056023002,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056023003,524,"West End, Foggy Bottom, GWU",Cluster 5,842,651,1150000
110010056023004,524,"West End, Foggy Bottom, GWU",Cluster 5,5,0,1150000
110010056023005,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056023006,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056023007,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056023008,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056023009,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010056023010,524,"West End, Foggy Bottom, GWU",Cluster 5,9,1,1150000
110010108001000,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108001001,524,"West End, Foggy Bottom, GWU",Cluster 5,2,1,1150000
110010108001002,524,"West End, Foggy Bottom, GWU",Cluster 5,12,1,1150000
110010108001003,524,"West End, Foggy Bottom, GWU",Cluster 5,108,130,1150000
110010108001004,524,"West End, Foggy Bottom, GWU",Cluster 5,452,325,1150000
110010108001005,524,"West End, Foggy Bottom, GWU",Cluster 5,673,16,1150000
110010108001006,524,"West End, Foggy Bottom, GWU",Cluster 5,929,21,1150000
110010108002000,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108002001,524,"West End, Foggy Bottom, GWU",Cluster 5,1,0,1150000
110010108002002,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108002003,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108003000,524,"West End, Foggy Bottom, GWU",Cluster 5,8,1,1150000
110010108003001,524,"West End, Foggy Bottom, GWU",Cluster 5,225,3,1150000
110010108003002,524,"West End, Foggy Bottom, GWU",Cluster 5,200,4,1150000
110010108003003,524,"West End, Foggy Bottom, GWU",Cluster 5,37,1,1150000
110010108003004,524,"West End, Foggy Bottom, GWU",Cluster 5,752,18,1150000
110010108003005,524,"West End, Foggy Bottom, GWU",Cluster 5,132,1,1150000
110010108003006,524,"West End, Foggy Bottom, GWU",Cluster 5,274,275,1150000
110010108003007,524,"West End, Foggy Bottom, GWU",Cluster 5,172,3,1150000
110010108003008,524,"West End, Foggy Bottom, GWU",Cluster 5,152,3,1150000
110010108003009,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108003010,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108003011,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108004000,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108004001,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108004002,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108004003,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108006000,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108006001,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010108006002,524,"West End, Foggy Bottom, GWU",Cluster 5,565,7,1150000
110010108006003,524,"West End, Foggy Bottom, GWU",Cluster 5,28,5,1150000
110010108006004,524,"West End, Foggy Bottom, GWU",Cluster 5,1487,17,1150000
110010108006005,524,"West End, Foggy Bottom, GWU",Cluster 5,670,669,1150000
110010108006006,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110019800001102,524,"West End, Foggy Bottom, GWU",Cluster 5,0,0,1150000
110010078031000,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010078031001,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010078031002,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,657,377,1150000
110010078031003,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010078031004,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,90,35,1150000
110010078031005,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,35,16,1150000
110010078031006,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,106,52,1150000
110010078031007,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,128,68,1150000
110010078031008,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,128,48,1150000
110010078031009,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,110,41,1150000
110010078031010,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,306,202,1150000
110010078032000,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,101,45,1150000
110010078032001,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,67,21,1150000
110010078032002,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,95,28,1150000
110010078032003,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,118,42,1150000
110010078032004,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,107,35,1150000
110010078032005,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,29,13,1150000
110010078032006,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,101,30,1150000
110010078032007,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,130,80,1150000
110010078033000,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,195,62,1150000
110010078033001,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,70,39,1150000
110010078034000,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,186,82,1150000
110010078034001,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,184,107,1150000
110010078034002,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,181,92,1150000
110010078034003,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,102,48,1150000
110010078034004,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,142,67,1150000
110010078034005,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,77,41,1150000
110010078034006,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,458,283,1150000
110010078041006,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,270,127,1150000
110010078041007,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,61,27,1150000
110010078041008,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,60,18,1150000
110010078041009,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,126,48,1150000
110010078041011,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010078043000,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,70,25,1150000
110010078043001,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,44,19,1150000
110010078043002,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,53,17,1150000
110010096011032,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096011033,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096011034,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096011035,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096011036,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096021000,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096021001,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096021002,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096021005,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096022000,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,2800,1238,1150000
110010096022001,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,422,171,1150000
110010096022002,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096022003,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096022004,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096022005,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096023000,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,139,54,1150000
110010096023001,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096023002,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,66,31,1150000
110010096023003,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,58,23,1150000
110010096023004,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,52,16,1150000
110010096023005,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096023006,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,128,53,1150000
110010096023007,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,18,12,1150000
110010096023008,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096023009,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096023010,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096023011,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,25,12,1150000
110010096023012,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096023013,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,309,186,1150000
110010096023014,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,144,61,1150000
110010096023015,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,210,136,1150000
110010096023016,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,110,53,1150000
110010096023017,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096023018,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096023019,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010096023020,525,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,0,0,1150000
110010078041000,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,636,183,1150000
110010078041001,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,0,0,1150000
110010078041002,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,0,0,1150000
110010078041003,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,37,18,1150000
110010078041004,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,52,30,1150000
110010078041005,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,172,81,1150000
110010078041010,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,69,22,1150000
110010078042000,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,113,42,1150000
110010078042001,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,71,32,1150000
110010078042002,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,131,45,1150000
110010078042003,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,87,35,1150000
110010078042004,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,106,30,1150000
110010078042005,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,166,61,1150000
110010078042006,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,181,78,1150000
110010078042007,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,126,97,1150000
110010078042008,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,242,92,1150000
110010078042009,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,85,57,1150000
110010078061000,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,44,15,1150000
110010078061001,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,118,71,1150000
110010078061002,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,272,150,1150000
110010078061003,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,21,6,1150000
110010078061004,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,124,54,1150000
110010078061005,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,56,25,1150000
110010078061006,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,54,18,1150000
110010078061007,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,81,45,1150000
110010078061008,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,10,7,1150000
110010078061009,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,49,16,1150000
110010078061010,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,31,13,1150000
110010078061011,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,82,31,1150000
110010078061012,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,73,38,1150000
110010078061013,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,74,38,1150000
110010078061014,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,129,40,1150000
110010078061015,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,62,14,1150000
110010078061016,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,54,16,1150000
110010078061017,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,70,25,1150000
110010078062000,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,104,57,1150000
110010078062001,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,47,17,1150000
110010078062002,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,54,27,1150000
110010078062003,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,55,31,1150000
110010078062004,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,27,12,1150000
110010078062005,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,65,24,1150000
110010078062006,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,58,26,1150000
110010078062007,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,24,22,1150000
110010078062008,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,73,29,1150000
110010078062009,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,63,23,1150000
110010078062010,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,37,14,1150000
110010078062011,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,20,9,1150000
110010078062012,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1019,44,1150000
110010078062013,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,0,0,1150000
110010078062014,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,104,58,1150000
110010078062015,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,91,28,1150000
110010078062016,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,54,21,1150000
110010078062017,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,66,25,1150000
110010078062018,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,92,33,1150000
110010078071000,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,174,63,1150000
110010078071001,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,75,29,1150000
110010078071002,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,55,31,1150000
110010078071003,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,63,24,1150000
110010078071004,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,15,5,1150000
110010078071005,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,21,5,1150000
110010078071006,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,98,21,1150000
110010078071007,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,73,50,1150000
110010078071008,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,79,36,1150000
110010078071009,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,210,105,1150000
110010078071010,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,89,45,1150000
110010078071011,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,91,50,1150000
110010078071012,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,94,61,1150000
110010078072000,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,454,217,1150000
110010078072001,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,87,34,1150000
110010078072002,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,89,30,1150000
110010078072003,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,36,16,1150000
110010078072004,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,84,29,1150000
110010078072005,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,85,26,1150000
110010078072006,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,32,5,1150000
110010078072007,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,27,9,1150000
110010078072008,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,83,35,1150000
110010078081000,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,19,11,1150000
110010078081001,526,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,0,0,1150000
