listing_id,latitude,longitude,neighborhood,room_type,price,review_scores_rating,license,minimum_nights,availability_365,availability_pct,reviews_per_month,host_id,host_name,host_listings_count,is_verified_host,is_high_concentration_host,listing_url,hover_description
1016709145647422128,38.9176,-77.01175,"NE/NW Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,280.0,4.64,Licensed,1,103,28.2,3.08,487806,Stay Bubo Vacation Rentals,33,True,True,https://www.airbnb.com/rooms/1016709145647422128,Stylish Dog-Friendly Apt with Modern Amenities
1016910575528558084,38.9183519,-77.0254783,"NW-mid Howard University, Le Droit Park, Cardozo/Shaw",Entire home/apt,17.52,5.0,No License,180,321,87.9,0.12,60243939,Anthony,1,True,False,https://www.airbnb.com/rooms/1016910575528558084,Cozy Condo in U-Street/ Shaw
1017224700929806421,38.882336,-77.0056271,"SE Capitol Hill, Lincoln Park",Entire home/apt,341.0,4.97,Licensed,2,241,66.0,4.91,203273005,Wolde,1,True,False,https://www.airbnb.com/rooms/1017224700929806421,2 Bedroom apartment Prime location Washington DC
1017256817005456423,38.88223289806066,-77.02021716839674,"SW Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,158.63,5.0,Licensed,2,3,0.8,3.1,801793,Kristin,1,True,False,https://www.airbnb.com/rooms/1017256817005456423,"The Capital Retreat: A Private, Cozy Apartment"
1018302263699297408,38.9043297,-77.06072999999999,"NW-far Georgetown, Burleith/Hillandale",Entire home/apt,979.0,5.0,Exempt,1,217,59.5,2.82,105592042,Italo,10,True,True,https://www.airbnb.com/rooms/1018302263699297408,Luxurious & Cozy ~ 5* Location ~ Scenic Canal View
1018411788486274573,38.84483,-77.00161,"SE Congress Heights, Bellevue, Washington Highlands",Entire home/apt,251.5,4.92,Licensed,2,179,49.0,0.82,545121316,Jonathan,2,True,False,https://www.airbnb.com/rooms/1018411788486274573,"TaylorMade: House, Walk from Metro, Free Parking!"
1018413233520776074,38.93820874208838,-77.03086941781548,"NW-mid Brightwood Park, Crestwood, Petworth",Entire home/apt,325.0,4.96,Licensed,2,167,45.8,2.48,545130451,Nima,1,True,False,https://www.airbnb.com/rooms/1018413233520776074,Entire 2-BR house with a padio
1018898438821288632,38.8886,-76.95043,"NE/SE River Terrace, Benning, Greenway, Dupont Park",Private room,40.82,3.67,No License,31,218,59.7,0.15,308132049,Aden,3,True,False,https://www.airbnb.com/rooms/1018898438821288632,Dream Room - Central & Cozy! Ok
1018984867812799138,38.9131215,-77.02983379999999,"NW-mid Shaw, Logan Circle",Entire home/apt,579.68,4.78,Licensed,2,283,77.5,3.33,39930655,Sojourn,282,True,True,https://www.airbnb.com/rooms/1018984867812799138,Sojourn | Hip Modern Sanctuary | 4 BR
1019767204346310980,38.87889156385628,-77.0025559926425,"SE Near Southeast, Navy Yard",Private room,212.0,4.88,Licensed,1,201,55.1,0.53,127982616,Value Asset Management,1,True,False,https://www.airbnb.com/rooms/1019767204346310980,Private room w private entrance & private bathroom
1020193321033630069,38.8986773695048,-76.99137332505035,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,325.0,4.55,Licensed,2,297,81.4,2.04,395909309,Paul,5,True,False,https://www.airbnb.com/rooms/1020193321033630069,Union Station 4BR 2.5 bath Capitol Hill Home
1020311601331917469,38.9139913,-77.06742059999999,"NW-far Georgetown, Burleith/Hillandale",Entire home/apt,232.5,4.84,Licensed,2,154,42.2,4.43,181461952,Lindsay,1,True,False,https://www.airbnb.com/rooms/1020311601331917469,"Newly Renovated City Studio in Georgetown, DC"
1020848639577336980,38.91734,-77.0306,"NW-mid Howard University, Le Droit Park, Cardozo/Shaw",Entire home/apt,,,No License,31,204,55.9,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1020848639577336980,"Blueground | U Street, gym & rooftop, nr dining"
1020849242654655045,38.91734,-77.0306,"NW-mid Howard University, Le Droit Park, Cardozo/Shaw",Entire home/apt,,1.0,No License,31,277,75.9,0.07,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1020849242654655045,"Blueground | U Street, concierge, nr nightlife"
1021046911997446083,38.85386,-76.98481,"SE Sheridan, Barry Farm, Buena Vista",Entire home/apt,107.98,5.0,Exempt,31,340,93.2,0.23,183128825,Atisha,1,True,False,https://www.airbnb.com/rooms/1021046911997446083,Private Unit|Park Free| Long-term stays welcomed
1023128310407195584,38.94696,-77.06726,"NW-far North Cleveland Park, Forest Hills, Van Ness",Entire home/apt,228.24,4.98,Licensed,2,211,57.8,4.36,14368762,Wanda,1,True,False,https://www.airbnb.com/rooms/1023128310407195584,Ultra Modern Ground Floor Apartment
1023155553139104234,38.91107931864106,-77.01929379101563,"NW-mid Shaw, Logan Circle",Entire home/apt,441.0,4.82,Licensed,1,229,62.7,3.97,362858420,Jordi,5,True,False,https://www.airbnb.com/rooms/1023155553139104234,"New 3 bed, 4 bath, Designer Luxury Residence"
1023218663938308966,38.9552145,-77.02075049999999,"NW-mid Brightwood Park, Crestwood, Petworth",Entire home/apt,284.61,,No License,31,347,95.1,,116877500,Christian,2,True,False,https://www.airbnb.com/rooms/1023218663938308966,"Cozy 4B4B Home - Business, Family and Pet Friendly"
1023810222168236606,38.90584033700596,-77.06157838521955,"NW-far Georgetown, Burleith/Hillandale",Entire home/apt,278.0,4.84,Exempt,1,69,18.9,6.62,21570891,Marsh,18,True,True,https://www.airbnb.com/rooms/1023810222168236606,Beautiful Spacious 2Bedroom apt
1024180867055967598,38.9005,-76.97663,"NE Ivy City, Arboretum, Trinidad, Carver Langston",Entire home/apt,208.0,4.67,Exempt,1,260,71.2,3.3,543562601,Matt,30,True,True,https://www.airbnb.com/rooms/1024180867055967598,Quaint 2BD Condo+ City living flat+Free Parking
1024559798561392569,38.9267624,-77.053703,"NW-far Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,,,No License,31,0,0.0,,39930655,Sojourn,282,True,True,https://www.airbnb.com/rooms/1024559798561392569,Sojourn Studio at The Muriel | #104 *NEW*
1024822230559302750,38.9348403,-77.0300613,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,171.18,4.86,Licensed,1,219,60.0,3.35,295226441,Temesgen,1,True,False,https://www.airbnb.com/rooms/1024822230559302750,Rare DC Find: Free Driveway Parking
1025428055557094491,38.936503006002,-77.06787338296282,"NW-far Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,371.0,4.54,Licensed,2,352,96.4,0.85,492182231,Josee,2,True,False,https://www.airbnb.com/rooms/1025428055557094491,Luxury City 2bed/2bath Apt Sleeps 6 walk to Metro
1025453092938198863,38.96218,-77.0204,"NW-mid Takoma, Brightwood, Manor Park",Entire home/apt,,4.72,Licensed,2,0,0.0,1.01,546632403,Claudia,1,True,False,https://www.airbnb.com/rooms/1025453092938198863,Newly Renovated in NW DC - Sleeps 16!
1026177436040609773,38.9131282,-77.02986969999999,"NW-mid Shaw, Logan Circle",Entire home/apt,283.0,4.5,Licensed,1,329,90.1,1.45,39930655,Sojourn,282,True,True,https://www.airbnb.com/rooms/1026177436040609773,Logan Circle/14th St. Quiet Entire One BR Suite
1026464109261147365,38.8916274,-76.9210196,"NE Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Entire home/apt,152.5,4.7,Exempt,1,356,97.5,4.34,10437935,Donté,1,True,False,https://www.airbnb.com/rooms/1026464109261147365,Irie Blue: 4/20-Friendly Oasis w/ Patio & Firepit
1026773709605951155,38.907533427578336,-77.04647845767211,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,217.0,4.97,Licensed,1,48,13.2,2.09,540669818,Ergin,3,True,False,https://www.airbnb.com/rooms/1026773709605951155,The Orange House
1026903574614173477,38.90997313775792,-77.02500405582933,"NW-mid Shaw, Logan Circle",Private room,205.41,4.9,Licensed,1,332,91.0,2.94,40150960,Ann,2,True,False,https://www.airbnb.com/rooms/1026903574614173477,Logan Circle: The center of it all
1026986294151326695,38.93234656650438,-77.03072145581245,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,61.94,5.0,Exempt,31,224,61.4,0.1,545770969,Ikeogu,3,True,False,https://www.airbnb.com/rooms/1026986294151326695,Room #4 - Second Floor
1027009279326583946,38.92522320619423,-76.99735760575189,"NE/NW Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,241.0,4.72,Licensed,1,329,90.1,1.27,313101353,Robert,1,True,False,https://www.airbnb.com/rooms/1027009279326583946,DC Urban Villa at Girard 1br | 1ba & Sleeper Sofa
1027072227166880748,38.91653,-77.00883,"NE/NW Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,85.82,4.82,Licensed,1,234,64.1,1.4,96456433,Jenna,12,True,True,https://www.airbnb.com/rooms/1027072227166880748,"Eccentric Eckington 1BR, Parking, Private Patio"
1027918439196480013,38.899914,-77.03313,"NW-mid Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire home/apt,588.0,4.07,Exempt,1,364,99.7,0.57,9419684,Churchill Living,21,True,True,https://www.airbnb.com/rooms/1027918439196480013,Amazing 1 BR APT | Full Kitchen | Laundry | Pool
1027918448465457596,38.899914,-77.03313,"NW-mid Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire home/apt,738.0,4.0,Exempt,1,364,99.7,0.04,9419684,Churchill Living,21,True,True,https://www.airbnb.com/rooms/1027918448465457596,Lux 2 Bedroom near White House w/wifi
1028238262419860993,38.9447669,-77.0259394,"NW-mid Brightwood Park, Crestwood, Petworth",Entire home/apt,529.0,4.88,Licensed,1,163,44.7,3.41,513603934,Travel Luxe,13,True,True,https://www.airbnb.com/rooms/1028238262419860993,Stylish 3BR & Parking in Heart of DC | Near Metro!
1029042121658206361,38.93239566959344,-77.03209290659221,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,61.94,,Exempt,31,224,61.4,,545770969,Ikeogu,3,True,False,https://www.airbnb.com/rooms/1029042121658206361,Room #1 - First Floor
1029051184457262357,38.93249564172799,-77.03108359692567,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,61.94,5.0,Exempt,31,232,63.6,0.19,545770969,Ikeogu,3,True,False,https://www.airbnb.com/rooms/1029051184457262357,Room #5 - Second Floor
1029823114005191717,38.90721047002314,-77.0650127384796,"NW-far Georgetown, Burleith/Hillandale",Entire home/apt,339.0,4.93,Exempt,1,72,19.7,7.28,21570891,Marsh,18,True,True,https://www.airbnb.com/rooms/1029823114005191717,"Georgetown apt. 2bedroom, 2 bath"
1029919738765558842,38.86939,-76.96622,"SE Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Entire home/apt,432.4,4.83,Licensed,1,265,72.6,3.78,407076056,⁨Deanna (Christian Alexander Properties)⁩,1,True,False,https://www.airbnb.com/rooms/1029919738765558842,Near Capitol Hill w/parking & 2 kitchens sleeps 12
1030351305066806250,38.83086,-76.99552,"SE Congress Heights, Bellevue, Washington Highlands",Entire home/apt,62.99,,Exempt,1,358,98.1,,547683844,NiCole,1,True,False,https://www.airbnb.com/rooms/1030351305066806250,Nestled Near National Harbor
1030506094987804548,38.9281,-77.02389,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,79.9,5.0,No License,31,350,95.9,0.04,153042282,Afewerki,2,True,False,https://www.airbnb.com/rooms/1030506094987804548,Affordable Stay in DC Apt - 2
1030511336561841947,38.90891109303784,-77.06481350251586,"NW-far Georgetown, Burleith/Hillandale",Entire home/apt,320.0,4.91,Exempt,1,74,20.3,6.35,21570891,Marsh,18,True,True,https://www.airbnb.com/rooms/1030511336561841947,"Georgetown apt 2bedroom, 2.5bath"
1030520068022725294,38.90775,-77.06507,"NW-far Georgetown, Burleith/Hillandale",Entire home/apt,432.0,4.96,Exempt,1,45,12.3,6.82,21570891,Marsh,18,True,True,https://www.airbnb.com/rooms/1030520068022725294,"Comfy G-town apt 2 bed, 2bath"
1030531776775669633,38.9111,-77.01971,"NW-mid Shaw, Logan Circle",Entire home/apt,227.0,4.77,Licensed,1,261,71.5,2.15,23346538,Ryan,3,True,False,https://www.airbnb.com/rooms/1030531776775669633,Modern Apt 15mins to White House
1031051112808716429,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,572.1,,Exempt,1,342,93.7,,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031051112808716429,"DC Suite Retreat, Arts & Comfort, Pets Allowed!"
1031072374479587824,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,164.0,5.0,Exempt,1,337,92.3,0.22,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031072374479587824,"Cultural Hub, Smithsonian Nearby, Pets Are Welcome"
1031080966537014960,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,160.9,,Exempt,1,342,93.7,,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031080966537014960,"City Serenity: Smithsonian Bliss, Pet-Friendly!"
1031103894432290517,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,241.7,,Exempt,1,342,93.7,,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031103894432290517,"Pet-Friendly Retreat, All-Suite DC Bliss!"
1031202616890953847,38.91221602970733,-77.01514210473233,"NE/NW Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,135.0,4.88,Licensed,1,193,52.9,3.79,74366242,Tom,1,True,False,https://www.airbnb.com/rooms/1031202616890953847,Spacious Private English Basement in Rowhome in DC
1031617531739899582,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,278.5,,Exempt,1,342,93.7,,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031617531739899582,"City Escape, Smithsonian Retreat, Pet-Friendly!"
1031633499407492726,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,241.7,,Exempt,1,340,93.2,,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031633499407492726,"Nature Oasis, Suite Comfort, Pets Allowed!"
1031644874923701501,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,333.7,,Exempt,1,342,93.7,,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031644874923701501,"Suite Bliss, Near Zoo and Parks, Pet-Friendly!"
1031649088731550360,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,321.8,5.0,Exempt,1,337,92.3,1.0,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031649088731550360,"2 Chic Units, Vibrant DC Stay, Pet-Friendly!"
1031656397633434181,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,483.4,,Exempt,1,340,93.2,,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031656397633434181,"DC Arts & Comfort, 2 Relaxing Pet-Friendly Units!"
1031662570128637444,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,490.0,,Exempt,1,337,92.3,,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031662570128637444,3 District Double Queen at The Line Washington DC!
1031669412303505286,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,725.1,,Exempt,1,340,93.2,,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031669412303505286,"All-Suite Bliss, DC Urban Comfort, 3 Cozy Units!"
1031674361272656613,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,643.6,,Exempt,1,337,92.3,,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031674361272656613,"DC Arts and Nature Haven, 4 Pet-Friendly Units!"
1031689761734360583,38.92276,-77.04165,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,966.8,,Exempt,1,340,93.2,,501999278,RoomPicks,81,True,True,https://www.airbnb.com/rooms/1031689761734360583,"Arts & Comfort in DC, 4 Pet-Friendly Haven!"
1032155421231288034,38.90647,-76.99881,"NE Ivy City, Arboretum, Trinidad, Carver Langston",Entire home/apt,275.0,4.94,Licensed,4,184,50.4,1.44,63247182,Ted,2,True,False,https://www.airbnb.com/rooms/1032155421231288034,Heart of DC | NoMa | Steps from Union Market 2BD
1033365312525550155,38.91823,-77.07784,"NW-far Georgetown, Burleith/Hillandale",Entire home/apt,,5.0,Licensed,2,0,0.0,0.08,102312178,Sean,1,True,False,https://www.airbnb.com/rooms/1033365312525550155,Pet-Friendly Glover Park Studio+ Parking
1033458808251320814,38.909409,-77.0248489,"NW-mid Shaw, Logan Circle",Entire home/apt,372.19,,Licensed,31,329,90.1,,521083878,Zachary,1,True,False,https://www.airbnb.com/rooms/1033458808251320814,Modern Logan Circle Home
1033770269111155796,38.94569,-77.02556,"NW-mid Brightwood Park, Crestwood, Petworth",Entire home/apt,240.0,4.58,Licensed,1,350,95.9,1.09,53500538,Mary's Stay,34,True,True,https://www.airbnb.com/rooms/1033770269111155796,Elegant Petworth Unit with Balcony and Services
1033978670175886358,38.9123876,-77.0437857,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,,,No License,31,347,95.1,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1033978670175886358,"Blueground | Dupont Circle, nr metro & nightlife"
1033978994765528909,38.9123876,-77.0437857,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,,,No License,31,106,29.0,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1033978994765528909,"Blueground | Dupont Circle, nr dining & bars"
1033981188552837828,38.9123876,-77.0437857,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,,,No License,31,329,90.1,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1033981188552837828,"Blueground | Dupont Circle, nr restaurants & bars"
1033982030365687592,38.91213430000001,-77.0643893,"NW-far Georgetown, Burleith/Hillandale",Entire home/apt,,,No License,31,292,80.0,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1033982030365687592,"Blueground | Gtown, nr baseball, bars & dining"
1033986266340043901,38.9127951,-77.0464282,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,,,No License,31,335,91.8,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1033986266340043901,"Blueground | Dupont Circle, nr bars & baseball"
1033986580737247553,38.9127951,-77.0464282,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,,2.0,No License,31,335,91.8,0.04,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1033986580737247553,"Blueground | Dupont Circle, w/d, nr metro & dining"
1033988742336830373,38.9127951,-77.0464282,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,,2.0,No License,31,224,61.4,0.04,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1033988742336830373,"Blueground | Dupont Circle, nr nightlife & bars"
1033989070962975339,38.9127951,-77.0464282,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,,,No License,31,136,37.3,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1033989070962975339,"Blueground | Dupont Circle, w/d, nr metro station"
1033996289680760205,38.9127951,-77.0464282,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,,5.0,No License,31,328,89.9,0.04,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1033996289680760205,"Blueground | Dupont Circle, laundry, nr bars"
1033999815184737851,38.9127951,-77.0464282,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,,,No License,31,191,52.3,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1033999815184737851,"Blueground | Dupont Circle, w/d, nr dining & bars"
1034000140947661520,38.9127951,-77.0464282,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,,5.0,No License,31,299,81.9,0.2,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1034000140947661520,"Blueground | Dupont Circle, w/d, nr bars & metro"
1034000426889919049,38.9127951,-77.0464282,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,,5.0,No License,31,212,58.1,0.05,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1034000426889919049,"Blueground | Dupont Circle, nr nightlife & metro"
1034000731564066286,38.9065507,-77.0257926,"NW-mid Shaw, Logan Circle",Entire home/apt,,3.0,No License,31,269,73.7,0.04,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1034000731564066286,"Blueground | Shaw, nr convention center & bars"
1034001080009201009,38.906543,-77.0254236,"NW-mid Shaw, Logan Circle",Entire home/apt,,,No License,31,25,6.8,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1034001080009201009,"Blueground | Shaw, w/d, walk to bars & dining"
1034006860094920967,38.9034401,-77.01598609999996,"NW-mid Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire home/apt,,,No License,31,24,6.6,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1034006860094920967,"Blueground | Mt Vernon, pet washing & bike storage"
1034008330541520612,38.8999073,-76.9909813,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,,,No License,31,314,86.0,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1034008330541520612,"Blueground | H Street, w/d, nr light rail station"
1034010890444868464,38.8999073,-76.9909813,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,,4.5,No License,31,7,1.9,0.07,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1034010890444868464,"Blueground | H Street, w/d, nr bars & restaurants"
1034011198375042069,38.8999073,-76.9909813,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,127.13,,No License,31,105,28.8,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1034011198375042069,"Blueground | H Street, laundry, nr restaurants"
1034011517813008939,38.8999073,-76.9909813,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,,4.0,No License,31,62,17.0,0.04,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1034011517813008939,"Blueground | H Street, nr bus stops & restaurants"
1034044708737168705,38.9603617,-77.0021739,"NE/NW Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Entire home/apt,121.5,5.0,Licensed,2,2,0.5,2.27,407175299,Bryce,1,True,False,https://www.airbnb.com/rooms/1034044708737168705,Charming & Cozy DC Apt. w/ Discounts Available!
1034088199048186426,38.89947,-76.98895,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,308.0,4.88,Exempt,1,213,58.4,4.65,543562601,Matt,30,True,True,https://www.airbnb.com/rooms/1034088199048186426,Renovated 2 Level flat+H street corridor+Parking
1034118414927132361,38.89983,-76.98878,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,308.0,4.68,Exempt,1,241,66.0,3.63,543562601,Matt,30,True,True,https://www.airbnb.com/rooms/1034118414927132361,Prime Location+Steps from HStreet Corridor+Laundry
1034801899267712075,38.9070896,-77.0329897,"NW-mid Shaw, Logan Circle",Entire home/apt,14.45,5.0,No License,180,280,76.7,0.09,2070536,Joel,2,True,False,https://www.airbnb.com/rooms/1034801899267712075,"Furnished studio, perfect location, wifi/utilities"
1035002510988648718,38.91839756668879,-77.01161038327366,"NE/NW Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,100.34,4.93,Licensed,31,262,71.8,0.92,485351059,Paige,1,True,False,https://www.airbnb.com/rooms/1035002510988648718,City Gem in Quiet Bloomingdale/ 1 Bedroom
1035066730554662610,38.9278032,-77.0411185,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,102.74,,No License,31,208,57.0,,135280219,Noah,1,True,False,https://www.airbnb.com/rooms/1035066730554662610,New Luxury Unit in Mt Pleasant
1036103993598098579,38.9089,-76.98548,"NE Ivy City, Arboretum, Trinidad, Carver Langston",Entire home/apt,342.5,4.5,Licensed,2,335,91.8,0.15,227194376,Luxe,20,True,True,https://www.airbnb.com/rooms/1036103993598098579,3BR Penthouse w/Rooftop Near Popular H St Corridor
1036124637416794486,38.89202,-77.00014,"SE Capitol Hill, Lincoln Park",Entire home/apt,410.0,4.66,Licensed,3,182,49.9,2.55,395909309,Paul,5,True,False,https://www.airbnb.com/rooms/1036124637416794486,A Capitol Stay steps to The Supreme Court walk Everywhere!
1036333066049151672,38.88826210551788,-76.99364658802838,"SE Capitol Hill, Lincoln Park",Entire home/apt,158.63,4.88,Licensed,2,161,44.1,2.85,70089665,Robert,1,True,False,https://www.airbnb.com/rooms/1036333066049151672,English Bsmt Apt in Capitol Hill Historic District
1036952284072821977,38.89991,-76.99098,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,,,No License,31,329,90.1,,107434423,Blueground,193,False,True,https://www.airbnb.com/rooms/1036952284072821977,"Blueground | H Street, w/d, nr bus stops & dining"
1037013364959105443,38.89989892361933,-76.97889424655158,"NE Ivy City, Arboretum, Trinidad, Carver Langston",Entire home/apt,96.99,4.57,No License,31,314,86.0,0.26,549004366,"Everlast Home And Properties, LLC",1,True,False,https://www.airbnb.com/rooms/1037013364959105443,1 BR with Patio near Capitol Hill| No Cleaning Fee
1037988399229862925,38.8875055907883,-76.99935177178145,"SE Capitol Hill, Lincoln Park",Entire home/apt,188.3,4.83,Licensed,2,246,67.4,4.89,37476034,Sandra,2,True,False,https://www.airbnb.com/rooms/1037988399229862925,Hip Capitol Hill Apartment
1039116873298564268,38.89595,-77.00184,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,552.0,4.94,Licensed,1,312,85.5,2.83,39930655,Sojourn,282,True,True,https://www.airbnb.com/rooms/1039116873298564268,Sojourn Spacious Historic 2 BR with Modern Updates
1039180084992319500,38.89545,-76.97629,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,325.0,4.73,Exempt,1,263,72.1,5.56,543562601,Matt,30,True,True,https://www.airbnb.com/rooms/1039180084992319500,Quaint City flat+Urban Oasis+NearCapitol Hill+PRKG
1039755303232779940,38.8815013,-76.9954697,"SE Capitol Hill, Lincoln Park",Entire home/apt,220.27,,No License,31,315,86.3,,39930655,Sojourn,282,True,True,https://www.airbnb.com/rooms/1039755303232779940,Sojourn at The Paden | Capitol Hill | Pets Welcome
1039767930802072043,38.8946,-76.99217,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,400.0,4.87,Licensed,1,103,28.2,2.51,507990812,Modern Sanctuary,3,True,False,https://www.airbnb.com/rooms/1039767930802072043,Entire rowhouse in Capitol Hill + free parking
1039792292095193856,38.90634,-76.9805,"NE Ivy City, Arboretum, Trinidad, Carver Langston",Entire home/apt,514.0,4.0,Licensed,2,345,94.5,0.04,227194376,Luxe,20,True,True,https://www.airbnb.com/rooms/1039792292095193856,Luxurious 3BR @ H St Corridor Free Cancellation
1039799609497259530,38.90804,-76.98598,"NE Ivy City, Arboretum, Trinidad, Carver Langston",Entire home/apt,228.42,4.78,Exempt,1,266,72.9,4.28,543562601,Matt,30,True,True,https://www.airbnb.com/rooms/1039799609497259530,Charming Renovated Condo+Full Home+Street Parking
1040244401851136168,38.923359,-77.072799,"NW-far Cathedral Heights, McLean Gardens, Glover Park",Private room,187.11,,No License,1,62,17.0,,543729693,Unknown Host,13,False,True,https://www.airbnb.com/rooms/1040244401851136168,City view two queen ADA
