listing_id,latitude,longitude,neighborhood,room_type,price,review_scores_rating,license,minimum_nights,availability_365,availability_pct,reviews_per_month,host_id,host_name,host_listings_count,is_verified_host,is_high_concentration_host,listing_url,hover_description
3686,38.86339,-76.98889,SE Historic Anacostia,Private room,46.81,4.65,No License,31,355,97.3,0.44,4645,Vita,1,True,False,https://www.airbnb.com/rooms/3686,Vita's Hideaway
3943,38.91195,-77.00456,"NE/NW Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,167.24,4.87,Licensed,1,308,84.4,2.78,5059,Vasa,5,True,False,https://www.airbnb.com/rooms/3943,Historic Rowhouse Near Monuments
5589,38.91887,-77.04008,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,83.03,4.49,No License,31,301,82.5,0.47,6527,Amiel,1,True,False,https://www.airbnb.com/rooms/5589,Cozy apt in Adams Morgan
6165,38.95331,-77.03624,"NW-mid Brightwood Park, Crestwood, Petworth",Private room,78.61,5.0,No License,31,359,98.4,0.12,5782,Val,1,True,False,https://www.airbnb.com/rooms/6165,Private Bath & Laundry - Huge Lower Level Suite NW
7103,38.91999,-77.09774,"NW-far Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",Entire home/apt,89.74,4.79,No License,31,253,69.3,0.45,17633,Charlotte,13,True,True,https://www.airbnb.com/rooms/7103,Lovely guest suite in a quiet but close-in neighborhood
11785,38.92622,-77.07591,"NW-far Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,100.68,4.59,No License,31,313,85.8,2.06,32015,Teresa,4,True,False,https://www.airbnb.com/rooms/11785,Sanctuary near Cathedral
12442,38.92756,-77.07667,"NW-far Cathedral Heights, McLean Gardens, Glover Park",Private room,57.68,4.63,No License,31,304,83.3,0.62,32015,Teresa,4,True,False,https://www.airbnb.com/rooms/12442,Peaches & Cream near Cathedral
13744,38.92836,-77.03136,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,137.0,4.85,Licensed,2,210,57.5,0.2,53927,Victoria,1,True,False,https://www.airbnb.com/rooms/13744,"Heart of the City -HalfBlock to METRO, Restaurants"
14218,38.92668,-77.07686,"NW-far Cathedral Heights, McLean Gardens, Glover Park",Private room,58.61,4.62,No License,31,249,68.2,0.57,32015,Teresa,4,True,False,https://www.airbnb.com/rooms/14218,Quiet Comfort near Nat'l Cathedral
17131,38.92644,-77.07646,"NW-far Cathedral Heights, McLean Gardens, Glover Park",Private room,58.61,4.67,No License,31,313,85.8,0.57,32015,Teresa,4,True,False,https://www.airbnb.com/rooms/17131,The Loft near National Cathedral
27682,38.9665,-77.00645,"NE/NW Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Entire home/apt,22.25,5.0,No License,90,305,83.6,0.07,36646,Ellen,2,True,False,https://www.airbnb.com/rooms/27682,Private 1-bed apartment-Walk to METRO
32087,38.91766,-77.04598,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,,4.88,Exempt,1,0,0.0,0.09,138459,Lucia,11,True,True,https://www.airbnb.com/rooms/32087,Private Suite in Kalorama Gem - Dupont Circle
62122,38.92238,-77.04709,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,142.8,4.87,Licensed,4,164,44.9,1.14,301975,Sarah,1,True,False,https://www.airbnb.com/rooms/62122,"STUDIO SUITE IN THE TREE TOPS:ADAMS MORGAN,WOODLEY"
67483,38.934628,-77.029839,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,114.84,4.52,No License,31,339,92.9,0.88,332901,Chris And Shawanda,1,True,False,https://www.airbnb.com/rooms/67483,Charming B & B in Columbia Heights
93551,38.91433,-77.01876,"NW-mid Howard University, Le Droit Park, Cardozo/Shaw",Private room,79.67,4.75,No License,31,315,86.3,0.58,481929,Christopher,4,True,False,https://www.airbnb.com/rooms/93551,Upscale Master Close to Everything
116951,38.91436,-77.0181,"NW-mid Howard University, Le Droit Park, Cardozo/Shaw",Private room,63.74,4.7,No License,31,136,37.3,0.49,481929,Christopher,4,True,False,https://www.airbnb.com/rooms/116951,Upscale Private Close to Everything
153545,38.94286,-77.04417,"NW-mid Brightwood Park, Crestwood, Petworth",Private room,51.21,4.67,Licensed,30,321,87.9,0.23,738459,Natasha,4,True,False,https://www.airbnb.com/rooms/153545,Academic Stay Guest Room 3 mi to the White House
161913,38.91296,-77.04639,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Private room,32.93,4.6,No License,75,365,100.0,0.04,767543,Dana,2,True,False,https://www.airbnb.com/rooms/161913,X-tra large room; 3 min walk to Metro
164069,38.91366,-77.00803,"NE/NW Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,137.0,4.89,Licensed,1,309,84.7,1.62,5059,Vasa,5,True,False,https://www.airbnb.com/rooms/164069,Master en-suite in historic house near monuments
174808,38.86432,-76.98749,SE Historic Anacostia,Private room,108.5,4.94,Licensed,2,168,46.0,0.77,835242,Jeffrey,1,True,False,https://www.airbnb.com/rooms/174808,Historic American Four Square
175581,38.88022,-76.98677,"SE Capitol Hill, Lincoln Park",Entire home/apt,169.9,4.65,No License,31,173,47.4,0.67,839218,Molly,1,True,False,https://www.airbnb.com/rooms/175581,Entire 1BR Capitol Hill Apartment!
178395,38.96165,-77.01858,"NW-mid Takoma, Brightwood, Manor Park",Private room,263.84,,No License,31,365,100.0,,852801,Allison,2,True,False,https://www.airbnb.com/rooms/178395,"Spare Room for Washington,DC Visit or entire house"
196429,38.96923,-77.02041,"NW-mid Takoma, Brightwood, Manor Park",Entire home/apt,126.71,4.2,No License,31,358,98.1,0.04,956417,Julia,1,True,False,https://www.airbnb.com/rooms/196429,"Takoma Garden apt-Lush yard,pets ok"
198685,38.93395,-77.01625,"NE/NW Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,45.64,4.74,No License,31,114,31.2,0.92,966613,Robin,1,True,False,https://www.airbnb.com/rooms/198685,Private room in central location.
201116,38.97474,-77.01997,"NW-mid Takoma, Brightwood, Manor Park",Entire home/apt,59.73,4.48,Licensed,28,265,72.6,1.27,983611,Reed Harrington,1,True,False,https://www.airbnb.com/rooms/201116,Victorian Haven - Private Basement!
204741,38.82768,-76.99624,"SE Congress Heights, Bellevue, Washington Highlands",Private room,,4.6,No License,31,0,0.0,0.65,1005751,Denise,2,True,False,https://www.airbnb.com/rooms/204741,1-Suburbia in the City--Best Value!!!
223203,38.98853,-77.04441,"NW-mid Colonial Village, Shepherd Park, North Portal Estates",Private room,188.5,4.8,Licensed,2,365,100.0,0.08,1159505,Elizabeth,4,True,False,https://www.airbnb.com/rooms/223203,ROOM FOR RENT IN A NICE AREA OF DC
223922,38.94482,-77.04437,"NW-mid Brightwood Park, Crestwood, Petworth",Entire home/apt,184.0,4.79,Licensed,1,282,77.3,1.48,738459,Natasha,4,True,False,https://www.airbnb.com/rooms/223922,Parkside Retreat in DC. Pets Welcome to Stay Free
251611,38.98853,-77.04441,"NW-mid Colonial Village, Shepherd Park, North Portal Estates",Private room,188.5,5.0,Licensed,2,365,100.0,0.01,1159505,Elizabeth,4,True,False,https://www.airbnb.com/rooms/251611,LUXURY LIVING AT A BARGAIN
251615,38.98853,-77.04441,"NW-mid Colonial Village, Shepherd Park, North Portal Estates",Private room,188.5,4.83,Licensed,2,365,100.0,0.06,1159505,Elizabeth,4,True,False,https://www.airbnb.com/rooms/251615,NICE HOUSE IN A VERY NICE NEIGHBORHOOD
251619,38.98853,-77.04441,"NW-mid Colonial Village, Shepherd Park, North Portal Estates",Private room,188.5,4.67,Licensed,2,365,100.0,0.06,1159505,Elizabeth,4,True,False,https://www.airbnb.com/rooms/251619,LUXURY LIVING AT A BARGAIN
262629,38.96691,-77.0044,"NE/NW Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Private room,17.67,4.89,Exempt,90,321,87.9,0.25,36646,Ellen,2,True,False,https://www.airbnb.com/rooms/262629,Guest bedroom and private bath.
274737,38.91352,-77.0738,"NW-far Georgetown, Burleith/Hillandale",Entire home/apt,293.48,4.87,Licensed,21,106,29.0,0.23,1436380,Angela,2,True,False,https://www.airbnb.com/rooms/274737,Georgetown Federal Townhouse
289742,38.92449,-76.99128,"NE Brookland, Brentwood, Langdon",Private room,202.78,,No License,31,88,24.1,,1504086,Antonio,1,True,False,https://www.airbnb.com/rooms/289742,Brookland Guest House
290001,38.91001,-77.02563,"NW-mid Shaw, Logan Circle",Entire home/apt,245.5,4.85,Licensed,2,114,31.2,1.2,1505235,Jane,1,True,False,https://www.airbnb.com/rooms/290001,"Cozy Rowhouse Near Logan Circle, Convention Center"
296196,38.9146,-77.03602,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,170.33,4.92,Licensed,3,152,41.6,0.76,1528235,Frank,1,True,False,https://www.airbnb.com/rooms/296196,Charming Dupont English Basement
299030,38.9806,-77.03084,"NW-mid Colonial Village, Shepherd Park, North Portal Estates",Private room,106.0,4.84,Licensed,2,353,96.7,0.34,1541062,Donna,3,True,False,https://www.airbnb.com/rooms/299030,Red Room - Washington 1-2/p Bedroom near Metro
303723,38.91611,-77.02662,"NW-mid Howard University, Le Droit Park, Cardozo/Shaw",Entire home/apt,175.0,4.79,Licensed,2,28,7.7,1.5,1563230,Gennet,1,True,False,https://www.airbnb.com/rooms/303723,Modern and Private Large 1BD English Unit in Shaw
306465,38.91297,-77.0465,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,56.23,4.56,Licensed,75,114,31.2,0.11,767543,Dana,2,True,False,https://www.airbnb.com/rooms/306465,"Spacious Dupont Circle Apt: Walk to Metro, Shops!"
313405,38.9793,-77.0283,"NW-mid Colonial Village, Shepherd Park, North Portal Estates",Private room,109.0,4.89,Licensed,2,323,88.5,0.37,1541062,Donna,3,True,False,https://www.airbnb.com/rooms/313405,Blue Room - Washington DC 1-2p Bedroom Near Metro
355527,38.88408,-77.0035,"SE Capitol Hill, Lincoln Park",Entire home/apt,333.0,4.8,Licensed,1,42,11.5,0.9,1096793,Marina,1,True,False,https://www.airbnb.com/rooms/355527,"Steps to US Capitol, Library of Congress"
409582,38.88306,-76.99497,"SE Capitol Hill, Lincoln Park",Entire home/apt,231.5,4.88,Licensed,2,62,17.0,3.63,2038963,Kelly,1,True,False,https://www.airbnb.com/rooms/409582,Capitol Hill studio apartment (Eastern Market)
437005,38.86256,-76.98689,SE Historic Anacostia,Private room,281.54,4.85,No License,31,364,99.7,0.61,2170422,Greta,2,True,False,https://www.airbnb.com/rooms/437005,"The Buddha behind the ""Blue Door"""
446147,38.90549,-77.02847,"NW-mid Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire home/apt,25.69,,No License,150,173,47.4,,2215579,Vijay,1,True,False,https://www.airbnb.com/rooms/446147,2 Level Modern Condo in City Center
453159,38.87772,-76.985,"SE Capitol Hill, Lincoln Park",Entire home/apt,216.0,4.93,Licensed,3,211,57.8,3.03,40168,Crystal,1,True,False,https://www.airbnb.com/rooms/453159,1 block to metro-Capitol Hill Garden flat
453315,38.89538,-76.98648,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,127.5,4.88,Licensed,2,204,55.9,6.46,2252538,Jen And Adam,1,True,False,https://www.airbnb.com/rooms/453315,Efficiency suite in Capitol Hill
501809,38.91454,-77.01814,"NW-mid Howard University, Le Droit Park, Cardozo/Shaw",Private room,64.63,4.86,No License,31,311,85.2,0.23,481929,Christopher,4,True,False,https://www.airbnb.com/rooms/501809,Upstair Private Close to Everything
525672,38.88183,-76.98911,"SE Capitol Hill, Lincoln Park",Entire home/apt,,4.86,Licensed,31,2,0.5,1.68,2583808,Desiree,3,True,False,https://www.airbnb.com/rooms/525672,Sleeps 4|Walk to Metro| Parking|Capitol Hill DC
538598,38.89881,-76.99578,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,,4.75,Licensed,30,0,0.0,0.1,2645588,Justin,1,True,False,https://www.airbnb.com/rooms/538598,Walking Distance to the Capitol!
542144,38.88745,-76.99293,"SE Capitol Hill, Lincoln Park",Entire home/apt,108.87,4.91,No License,31,320,87.7,0.21,2666087,Rhea,1,True,False,https://www.airbnb.com/rooms/542144,Ground floor apartment by Eastern Market metro
561697,38.91096,-77.00858,"NE/NW Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,,4.75,Licensed,2,0,0.0,2.27,2761762,Russell,4,True,False,https://www.airbnb.com/rooms/561697,Spacious Downtown DC Apartment
563607,38.91564,-77.03796,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,255.5,4.82,Licensed,1,232,63.6,1.84,2771266,Shafiq,2,True,False,https://www.airbnb.com/rooms/563607,Stylish Studio in Dupont Circle with Washer/Dryer
627758,38.9164,-77.06898,"NW-far Georgetown, Burleith/Hillandale",Entire home/apt,284.94,4.58,No License,31,341,93.4,0.08,1671809,Mary Beth,3,True,False,https://www.airbnb.com/rooms/627758,Georgetown's Chateau Bleu - 2lv hse
638604,38.91438,-77.06933,"NW-far Georgetown, Burleith/Hillandale",Entire home/apt,136.21,3.29,No License,31,359,98.4,0.05,1671809,Mary Beth,3,True,False,https://www.airbnb.com/rooms/638604,Georgetown's Chateau Bleu - BsmtApt
654835,38.91504,-77.07064,"NW-far Georgetown, Burleith/Hillandale",Private room,114.45,4.62,No License,31,341,93.4,0.09,1671809,Mary Beth,3,True,False,https://www.airbnb.com/rooms/654835,Georgetown's Chateau Bleu - Prv Rm2
688914,38.85045,-76.97992,"SE Douglas, Shipley Terrace",Private room,42.45,5.0,No License,31,206,56.4,0.14,3517743,Kanita,4,True,False,https://www.airbnb.com/rooms/688914,Master BR and Bath in Sunny TH
722114,38.9237,-77.0271,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,148.35,4.82,Licensed,1,226,61.9,3.79,1565502,Joel,1,True,False,https://www.airbnb.com/rooms/722114,Cool Columbia Heights Garden Apt.
964563367952538318,38.91042231056922,-77.04281133517668,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Private room,9.64,,No License,150,364,99.7,,406915877,Harrington,3,True,False,https://www.airbnb.com/rooms/964563367952538318,Deluxe Room - Adams Morgan
748316,38.89707,-76.9881,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,171.5,4.88,Licensed,2,333,91.2,4.86,1399272,Ken,1,True,False,https://www.airbnb.com/rooms/748316,Cozy Cabin in the City on Cap Hill
763569,38.93624,-77.05813,"NW-far Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,24.43,4.83,No License,90,315,86.3,0.11,738459,Natasha,4,True,False,https://www.airbnb.com/rooms/763569,Elegant DC Studio. Cleveland Park Metro. Near Zoo
794213,38.92479,-77.04149,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,250.0,4.59,Licensed,1,119,32.6,1.91,4071043,Grace,4,True,False,https://www.airbnb.com/rooms/794213,A beautiful flat in Adams Morgan
800076,38.91646194458008,-77.03011322021484,"NW-mid Howard University, Le Droit Park, Cardozo/Shaw",Entire home/apt,342.0,4.79,Licensed,1,290,79.5,1.58,3885360,Too,1,True,False,https://www.airbnb.com/rooms/800076,Walkers Paradise  with Private Patio
808830,38.92087,-77.07631,"NW-far Cathedral Heights, McLean Gardens, Glover Park",Private room,194.0,4.91,Licensed,1,352,96.4,2.92,3765717,Jane,1,True,False,https://www.airbnb.com/rooms/808830,Cozy comfort and convenience in DC
828497,38.94291,-77.07173,"NW-far Friendship Heights, American University Park, Tenleytown",Private room,188.33,4.89,Licensed,3,198,54.2,0.88,3825475,Sheri,1,True,False,https://www.airbnb.com/rooms/828497,"Private floor with 3BR/2BA, free pkg, Metro"
841260,38.93719,-77.02335,"NW-mid Brightwood Park, Crestwood, Petworth",Private room,37.21,4.47,No License,31,319,87.4,0.11,315148,John,40,True,True,https://www.airbnb.com/rooms/841260,Metro Style Living in Washington Dc
855587,38.91384,-77.04074,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,191.43,5.0,Licensed,7,300,82.2,0.55,4471145,Anamaria,2,True,False,https://www.airbnb.com/rooms/855587,"4 blocks from  Dupont metro, one bedroom apartment"
860336,38.90847,-77.04681,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Private room,210.0,4.73,Licensed,1,258,70.7,3.63,511136,Tommy,4,True,False,https://www.airbnb.com/rooms/860336,Luxury Spacious Master Suite RoofDeck in DuPont
860776,38.91785,-77.01498,"NW-mid Howard University, Le Droit Park, Cardozo/Shaw",Private room,36.16,4.45,No License,31,312,85.5,0.17,315148,John,40,True,True,https://www.airbnb.com/rooms/860776,Gorgeous cozy room available in the heart of Dc
861775,38.8491,-76.97982,"SE Douglas, Shipley Terrace",Private room,47.08,4.84,No License,31,320,87.7,0.18,3517743,Kanita,4,True,False,https://www.airbnb.com/rooms/861775,Private BR Shared Bath Sunny TH - B
883653,38.9356,-77.04468,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,498.0,4.93,Licensed,4,9,2.5,0.25,1541121,Asa,1,True,False,https://www.airbnb.com/rooms/883653,Green Historic Mt. Pleasant House
886283,38.94492,-77.09234,"NW-far Friendship Heights, American University Park, Tenleytown",Entire home/apt,57.89,4.63,Licensed,30,304,83.3,0.37,4698675,Katy,1,True,False,https://www.airbnb.com/rooms/886283,Tenleytown/AU Park Basement Apt.
887461,38.93788,-77.02313,"NW-mid Brightwood Park, Crestwood, Petworth",Private room,39.54,4.5,No License,31,339,92.9,0.18,315148,John,40,True,True,https://www.airbnb.com/rooms/887461,Cozy room right next to the petworth metro
888029,38.93664,-77.02298,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,33.83,4.5,No License,31,314,86.0,0.13,315148,John,40,True,True,https://www.airbnb.com/rooms/888029,Perfect rooms for students & interns by the metro
892183,38.90746,-77.02716,"NW-mid Shaw, Logan Circle",Entire home/apt,742.0,4.63,Licensed,2,289,79.2,2.05,4280278,Sara,2,True,False,https://www.airbnb.com/rooms/892183,SPACIOUS VICTORIAN HOME IN LOGAN CIRCLE!
893529,38.91223,-77.01067,"NE/NW Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,384.71,0.0,No License,31,365,100.0,0.01,4752493,Kristie,1,True,False,https://www.airbnb.com/rooms/893529,Chic and in the City Room
898544,38.8996,-77.05277,"NW-mid West End, Foggy Bottom, GWU",Entire home/apt,238.03,4.89,No License,31,55,15.1,0.87,4795247,Diana,2,True,False,https://www.airbnb.com/rooms/898544,Furnished Townhouse in Foggy Bottom DC
902573,38.91054,-77.02149,"NW-mid Shaw, Logan Circle",Private room,85.11,4.74,No License,31,351,96.2,0.14,481929,Christopher,4,True,False,https://www.airbnb.com/rooms/902573,Primo Live-In Office Near Downtown
932015,38.88198,-76.98665,"SE Capitol Hill, Lincoln Park",Entire home/apt,120.0,4.22,Licensed,3,335,91.8,0.34,2789299,Jennifer,1,True,False,https://www.airbnb.com/rooms/932015,Capitol Hill Apt Steps from Metro
945426,38.9604,-77.08253,"NW-far Friendship Heights, American University Park, Tenleytown",Private room,105.0,4.94,Licensed,2,20,5.5,3.95,5121445,Rose,1,True,False,https://www.airbnb.com/rooms/945426,1BR Suite in the Heart of Things
973608,38.91999,-77.01361,"NE/NW Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,33.23,3.25,No License,31,306,83.8,0.03,315148,John,40,True,True,https://www.airbnb.com/rooms/973608,Nice cozy basement room in the Bloomingdale area
1026034,38.91007,-77.03316,"NW-mid Shaw, Logan Circle",Entire home/apt,195.14,4.95,Licensed,2,352,96.4,3.62,2070536,Joel,2,True,False,https://www.airbnb.com/rooms/1026034,Perfect studio in VERY central DC
1063286,38.92094,-77.07698,"NW-far Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,194.0,4.0,Licensed,2,288,78.9,0.58,5070836,Chantale,1,True,False,https://www.airbnb.com/rooms/1063286,Newly Renovated Luxury Apartment
1092713,38.90989,-77.04602,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,250.0,4.56,Licensed,1,257,70.4,3.09,511136,Tommy,4,True,False,https://www.airbnb.com/rooms/1092713,Heart DuPont - 1BR/1BA/Kitchen/Opt Parking
1225965,38.93152,-77.08399,"NW-far Cathedral Heights, McLean Gardens, Glover Park",Entire home/apt,353.71,4.43,No License,31,365,100.0,0.09,6686327,Yolanda,1,True,False,https://www.airbnb.com/rooms/1225965,Part City Part Country Homestay!
1245292,38.96594,-77.078,"NW-far Hawthorne, Barnaby Woods, Chevy Chase",Private room,77.73,4.91,No License,31,356,97.5,2.49,5448602,Maureen,4,True,False,https://www.airbnb.com/rooms/1245292,Railroad Retirement w/Private Bath in Chevy Chase!
1281015,38.90196,-76.99841,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,177.0,4.83,Licensed,1,70,19.2,2.67,6970679,Kay,2,True,False,https://www.airbnb.com/rooms/1281015,"Private, Spacious Retreat in Awesome Location!"
1294300,38.93196,-77.04314,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,149.0,4.92,Licensed,2,7,1.9,1.08,7037040,Chris And Jordan,1,True,False,https://www.airbnb.com/rooms/1294300,Spacious 1-bedroom apt. with off-street parking
1297417,38.91351,-77.03112,"NW-mid Shaw, Logan Circle",Entire home/apt,249.33,4.89,Licensed,3,336,92.1,0.12,1813448,Dara,1,True,False,https://www.airbnb.com/rooms/1297417,Hip & Historic Combined
1433344,38.88197,-76.99537,"SE Capitol Hill, Lincoln Park",Entire home/apt,532.67,4.86,Licensed,3,118,32.3,0.81,7703359,Dia,3,True,False,https://www.airbnb.com/rooms/1433344,"Historic Capitol Hill, Best Location! 3 Bed/3 Bath"
1472332,38.94858,-76.99163,"NE North Michigan Park, Michigan Park, University Heights",Private room,58.95,4.86,Licensed,31,54,14.8,0.85,7882953,Daka,4,True,False,https://www.airbnb.com/rooms/1472332,Brookland Haven Retreat – The Garden Suite
1484387,38.9316,-77.02438,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,117.03,4.69,No License,31,365,100.0,0.1,2639916,Georg,1,True,False,https://www.airbnb.com/rooms/1484387,"Master BR (free parking), Columbia Heights"
1488282,38.93441,-77.02773,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,167.13,4.74,Licensed,3,192,52.6,4.22,2629218,Graham,2,True,False,https://www.airbnb.com/rooms/1488282,"Chic Oasis ♥ Clean, Close to Metro"
1520425,38.90555,-76.98825,"NE Ivy City, Arboretum, Trinidad, Carver Langston",Entire home/apt,515.81,4.74,Licensed,1,120,32.9,1.09,7777552,Sejal,3,True,False,https://www.airbnb.com/rooms/1520425,"Brand-new, family-friendly home"
1537822,38.93362,-77.02555,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,127.59,4.83,Licensed,2,154,42.2,3.36,8199495,Natalya,1,True,False,https://www.airbnb.com/rooms/1537822,Park View Apt: kitchen | wifi | garden
1571112,38.91579,-77.04042,"NW-mid Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,240.0,4.95,Licensed,1,146,40.0,1.03,8354112,Marcy,2,True,False,https://www.airbnb.com/rooms/1571112,"Surprisingly Sunny, Arty Apartment"
1588843,38.90609,-76.98975,"NE Ivy City, Arboretum, Trinidad, Carver Langston",Entire home/apt,171.5,4.45,Licensed,2,353,96.7,0.57,7777552,Sejal,3,True,False,https://www.airbnb.com/rooms/1588843,Cozy Trinidad in-law suite
1628328,38.9126,-77.01748,"NW-mid Shaw, Logan Circle",Entire home/apt,208.5,4.93,Licensed,2,335,91.8,3.92,8654665,Jason & Sandi,1,True,False,https://www.airbnb.com/rooms/1628328,Private row house apartment nestled in Shaw
1641184,38.92042,-77.03977,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Private room,79.19,4.89,No License,31,317,86.8,0.5,8713526,Monika,1,True,False,https://www.airbnb.com/rooms/1641184,Peaceful Oasis Near U St/Dupont; Private Bedroom
1667080,38.90438,-77.00177,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,165.5,4.9,Licensed,1,226,61.9,2.52,8828921,Tony,1,True,False,https://www.airbnb.com/rooms/1667080,Private & Comfortable NoMa Studio
1688139,38.91897,-77.0464,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,53.38,4.33,No License,45,329,90.1,0.15,476581,KoKo,1,True,False,https://www.airbnb.com/rooms/1688139,Studio Apt - Super Sunny AdMo
1750913,38.896683,-77.0008129,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,,4.97,Licensed,4,0,0.0,0.81,9210898,Edmund,1,True,False,https://www.airbnb.com/rooms/1750913,Stunner on the Hill-2 Blocks to Metro+Sleeps 6+Pkg
1778080,38.92263,-77.04492,"NW-mid Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,95.7,4.46,No License,31,322,88.2,0.37,9335278,Jennifer,1,True,False,https://www.airbnb.com/rooms/1778080,"Gorgeous Washington, D.C. Getaway"
1789722,38.93118,-77.03811,"NW-mid Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,247.5,4.89,Licensed,2,246,67.4,3.31,9391057,Jenny,2,True,False,https://www.airbnb.com/rooms/1789722,Top Listing! Large 1BR Zen Boutique
1806338,38.88981,-76.98762,"SE Capitol Hill, Lincoln Park",Private room,133.0,4.91,Licensed,1,172,47.1,0.97,9462131,Marina,2,True,False,https://www.airbnb.com/rooms/1806338,Exceptionally large and bright  bedroom
1824864,38.89864,-76.987747,"NE Union Station, Stanton Park, Kingman Park",Entire home/apt,190.5,4.94,Licensed,2,261,71.5,1.72,9550761,Sheila,1,True,False,https://www.airbnb.com/rooms/1824864,Gracie's Place on Capitol Hill
1825234,38.90566,-77.05131,"NW-mid West End, Foggy Bottom, GWU",Private room,11.99,4.73,No License,365,365,100.0,0.07,4176601,Y-C,1,True,False,https://www.airbnb.com/rooms/1825234,Cozy 1BR 1BA Westend gym pool
1838623,38.96885,-77.00968,"NE/NW Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Private room,32.45,4.74,No License,31,312,85.5,0.19,9542055,Diane,2,True,False,https://www.airbnb.com/rooms/1838623,Furnished Private Room in Takoma Park D.C.
1841397,38.96971,-77.00793,"NE/NW Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Private room,38.42,4.78,No License,31,205,56.2,0.12,9542055,Diane,2,True,False,https://www.airbnb.com/rooms/1841397,Furnished Large Private Room in Takoma Park D.C.
1860120,38.94334,-77.01426,"NW-mid Brightwood Park, Crestwood, Petworth",Entire home/apt,155.5,4.9,Licensed,1,72,19.7,1.95,10470695,Miguel,1,True,False,https://www.airbnb.com/rooms/1860120,Pet Friendly Private BSMT w/Parking & Backyard
1864715,38.899914,-77.03313,"NW-mid Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire home/apt,588.0,4.63,Exempt,1,364,99.7,0.25,9419684,Churchill Living,21,True,True,https://www.airbnb.com/rooms/1864715,Furnished 1BR w/ Pool & Gym | Washer / D
1867513,38.899914,-77.03313,"NW-mid Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire home/apt,738.0,4.73,Exempt,1,364,99.7,0.17,9419684,Churchill Living,21,True,True,https://www.airbnb.com/rooms/1867513,Lux 2 BR Near White House | Wifi+Gym+Min to Metro
